simplified,radical,level,frequency,pos,pinyin,meanings,count
缅怀,纟,7,16462,v,miǎn huái,"to commemorate,to recall fondly,to think of the past",1
面,面,2,604,n,miàn,"face,side,surface,aspect,top,classifier for objects with flat surfaces such as drums, mirrors, flags etc",3
面包,面,1,4138,n,miàn bāo,bread,1
面部,面,6,6606,n,miàn bù,face (body part),1
面对,面,4,973,v,miàn duì,to face; to confront,1
面对面,面,6,8105,l,miàn duì miàn,face to face,1
面粉,面,6,11363,n,miàn fěn,flour,1
面红耳赤,面,7,42692,l,miàn hóng ěr chì,flushed with anger (or excitement),1
面积,面,5,6252,n,miàn jī,"area (of a floor, piece of land etc),surface area,tract of land",1
面临,面,5,2363,v,miàn lín,to face sth; to be confronted with,1
面貌,面,7,12053,n,miàn mào,"face; features,appearance; look",1
面面俱到,面,7,31752,v,miàn miàn jù dào,(idiom) take care of everything; handle everything,1
面目全非,面,7,20409,l,miàn mù quán fēi,nothing remains the same (idiom); change beyond recognition,1
面前,面,3,948,f,miàn qián,"in front of,facing,(in the) presence (of)",1
面试,面,4,4005,v,miàn shì,"to be interviewed (as a candidate),interview",1
面条,面,3,8961,n,miàn tiáo,noodles,1
面条儿,面,1,1000000,,miàn tiáo r,"erhua variant of 面条,noodles",1
面向,面,5,7350,v,miàn xiàng,"to face,to turn towards,to incline to,geared towards,catering for,-oriented,facial feature,appearance,aspect,facet",1
面子,面,6,5831,n,miàn zi,"outer surface; the outside of sth,social prestige; face",2
苗,艹,7,10956,n,Miáo,"Hmong or Miao ethnic group of southwest China,surname Miao",2
苗条,艹,7,14328,a,miáo tiao,"(of a woman) slim,slender,graceful",1
苗头,艹,7,23988,n,miáo tou,"first signs,development (of a situation)",1
描绘,扌,6,9367,v,miáo huì,"to describe,to portray",1
描述,扌,5,3196,v,miáo shù,"to describe,description",1
描写,扌,6,9246,v,miáo xiě,"to describe,to depict,to portray,description",1
瞄准,目,7,6229,v,miáo zhǔn,"to take aim at,to target",1
秒,禾,4,1034,t,miǎo,"second (unit of time),arc second (angular measurement unit),(coll.) instantly",1
渺小,氵,7,14611,a,miǎo xiǎo,"minute,tiny,negligible,insignificant",1
妙,女,6,4292,a,miào,"clever,wonderful",2
庙,广,7,10174,n,miào,"temple,ancestral shrine,temple fair,great imperial hall,imperial",1
庙会,广,7,24933,n,miào huì,temple fair,1
灭,火,6,4065,v,miè,"to extinguish or put out,to go out (of a fire etc),to exterminate or wipe out,to drown",1
灭绝,火,7,12237,v,miè jué,"to become extinct; to die out,to lose (sth abstract) completely,to exterminate",1
灭亡,火,7,11523,v,miè wáng,"to be destroyed,to become extinct,to perish,to die out,to destroy,to exterminate",1
蔑视,艹,7,18227,v,miè shì,"to loathe,to despise,contempt",1
民办,民,7,7359,,mín bàn,"run by the local people,privately operated",1
民歌,民,6,18474,n,mín gē,folk song,1
民工,民,6,18297,n,mín gōng,migrant worker (who moved from a rural area of China to a city to find work),1
民间,民,6,7015,n,mín jiān,"among the people,popular,folk,non-governmental,involving people rather than governments",1
民警,民,6,26049,n,mín jǐng,"civil police,PRC police,abbr. for 人民警察",1
民俗,民,6,24358,n,mín sú,popular custom,1
民意,民,7,14044,n,mín yì,"public opinion,popular will,public will",1
民用,民,7,14041,b,mín yòng,(for) civilian use,1
民众,民,6,4219,n,mín zhòng,the populace; the masses; the common people,1
民主,民,6,3363,a,mín zhǔ,democracy,1
民族,民,4,3724,n,mín zú,nationality; ethnic group,1
敏感,攵,5,3233,a,mǐn gǎn,"sensitive,susceptible",1
敏捷,攵,7,13225,a,mǐn jié,"nimble,quick,shrewd",1
敏锐,攵,7,9945,a,mǐn ruì,keen; sharp; acute,1
名,口,2,234,q,míng,"name,noun (part of speech),place (e.g. among winners),famous,classifier for people",1
名称,口,5,6563,n,míng chēng,"name (of a thing),name (of an organization)",1
名次,口,7,18029,n,míng cì,"position in a ranking of names,place,rank",1
名单,口,3,2125,n,míng dān,list of names,1
名额,口,6,10248,n,míng é,"quota,number of places,place (in an institution, a group etc)",1
名副其实,口,7,13990,v,míng fù qí shí,"not just in name only, but also in reality (idiom),aptly named,worthy of the name",1
名贵,口,7,20646,a,míng guì,"famous and valuable,rare,precious",1
名利,口,7,19661,n,míng lì,fame and profit,1
名牌,口,5,6602,n,míng pái,"famous brand,nameplate,name tag",1
名牌儿,口,4,1000000,,míngpáir5,Famous brand,1
名片,口,5,6747,n,míng piàn,(business) card,1
名气,口,6,11088,n,míng qì,reputation; fame,1
名人,口,3,3879,n,míng rén,"personage,celebrity",1
名声,口,7,8064,n,míng shēng,reputation,1
名胜,口,6,29771,n,míng shèng,"a place famous for its scenery or historical relics,scenic spot",1
名言,口,7,13296,n,míng yán,"saying,famous remark",1
名义,口,7,4447,n,míng yì,"name,titular,nominal,in name,ostensible purpose",1
名誉,口,7,7798,n,míng yù,"fame,reputation,honor,honorary,emeritus (of retired professor)",1
名著,口,7,16615,,míng zhù,masterpiece,1
名字,口,1,829,n,míng zi,name (of a person or thing),1
明白,日,3,676,v,míng bai,"clear,obvious,unequivocal,to understand,to realize",1
明朗,日,7,12931,a,míng lǎng,"bright,clear,obvious,forthright,open-minded,bright and cheerful",1
明亮,日,6,9553,a,míng liàng,"bright,shining,glittering,to become clear",1
明媚,日,7,14686,a,míng mèi,bright and beautiful,1
明明,日,6,3970,d,míng míng,"obviously,plainly,undoubtedly,definitely",1
明年,日,1,2487,t,míng nián,next year,1
明确,日,5,2369,a,míng què,"clear-cut; definite; explicit,to clarify; to specify; to make definite",1
明日,日,6,8959,t,míng rì,tomorrow,1
明天,日,1,469,t,míng tiān,tomorrow,1
明显,日,5,710,a,míng xiǎn,"clear,distinct,obvious",1
明信片,日,5,10428,n,míng xìn piàn,postcard,1
明星,日,5,1452,n,míng xīng,star; celebrity,1
明智,日,7,7721,a,míng zhì,"sensible,wise,judicious,sagacious",1
铭记,钅,7,12942,v,míng jì,to engrave in one's memory,1
命,口,5,1484,n,mìng,"life,fate,order or command,to assign a name, title etc",1
命令,口,6,2305,n,mìng lìng,"order,command",1
命名,口,6,5608,v,mìng míng,"to give a name to,to dub,to christen,to designate,named after,naming",1
命题,口,7,17947,n,mìng tí,"proposition (logic, math.),to assign an essay topic",1
命运,口,5,2268,n,mìng yùn,fate; destiny,1
摸,扌,5,2716,v,mō,"to feel with the hand,to touch,to stroke,to grope,to steal,to abstract",2
摸索,扌,7,14094,v,mō suo,"to feel about,to grope about,to fumble,to do things slowly",1
模范,木,7,7612,n,mó fàn,"model,fine example",1
模仿,木,6,4669,v,mó fǎng,"to imitate,to copy,to emulate,to mimic,model",1
模糊,木,5,5378,a,mó hu,"vague,indistinct,fuzzy",1
模拟,木,6,5259,vn,mó nǐ,"imitation,to simulate,to imitate,analog (device, as opposed to digital)",1
模式,木,5,2502,n,mó shì,"mode,method,pattern",1
模特儿,木,6,29610,,mó tè r,(fashion) model (loanword),1
模型,木,6,3453,n,mó xíng,"model,mold,matrix,pattern",1
模样,木,6,5384,n,mú yàng,"look,style,appearance,approximation,about,also pr. [mó yàng]",1
膜,⺼,7,4209,n,mó,"membrane,film",1
摩擦,手,7,8215,vn,mó cā,"friction,rubbing,chafing,fig. disharmony,conflict,also written 磨擦",1
摩托,手,5,9464,n,mó tuō,"motor (loanword),motorbike",1
摩托车,手,6,4123,n,mó tuō chē,(loanword) motorbike; motorcycle,1
磨,石,7,4671,v,mó,"to rub,to grind,to polish,to sharpen,to wear down,to die out,to waste time,to pester,to insist",2
磨合,石,7,22505,v,mó hé,"to break in,to wear in",1
磨难,石,7,15243,n,mó nàn,"a torment,a trial,tribulation,a cross (to bear),well-tried",1
磨损,石,7,13479,v,mó sǔn,to suffer wear and tear; to deteriorate through use; to wear out,1
蘑菇,艹,7,8557,n,mó gu,"mushroom,to pester,to dawdle",1
魔鬼,鬼,7,5671,n,mó guǐ,devil,1
魔术,鬼,7,6559,n,mó shù,magic,1
抹,扌,7,4600,v,mā,to wipe,3
抹杀,扌,7,23195,v,mǒ shā,"to erase,to cover traces,to obliterate evidence,to expunge,to blot out,to suppress",1
末,木,4,3736,f,mò,"tip,end,final stage,latter part,inessential detail,powder,dust,opera role of old man",1
末日,木,7,8466,n,Mò rì,Judgment Day (in Christian eschatology),2
陌生,阝,5,4488,a,mò shēng,"strange,unfamiliar",1
莫非,艹,7,11365,d,mò fēi,"can it be possible that,could it be",1
莫过于,艹,7,13810,v,mò guò yú,nothing can surpass,1
莫名其妙,艹,7,7558,l,mò míng qí miào,(idiom) baffling; bizarre; without rhyme or reason; inexplicable,1
漠然,氵,7,37792,z,mò rán,"indifferent,apathetic,cold",1
墨,土,7,7266,n,Mò,"surname Mo,abbr. for 哥, Mexico",2
墨水,土,7,15475,n,mò shuǐ,ink,1
墨水儿,土,6,1000000,,mò shuǐ r,"erhua variant of 墨水,ink",1
默读,黑,7,77415,v,mò dú,to read in silence,1
默默,黑,6,7639,d,mò mò,in silence; not speaking,1
默默无闻,黑,7,20335,v,mò mò wú wén,"obscure and unknown (idiom); an outsider without any reputation,a nobody,an unknown quantity",1
默契,黑,7,7377,a,mò qì,"tacit understanding,mutual understanding,rapport,connected at a deep level with each other",1
谋害,讠,7,31751,v,móu hài,"to conspire to murder,to plot against sb's life",1
谋求,讠,7,20764,v,móu qiú,to seek; to strive for,1
谋生,讠,7,13978,v,móu shēng,"to seek one's livelihood,to work to support oneself,to earn a living",1
某,木,5,913,r,mǒu,"some,a certain,sb or sth indefinite,such-and-such",1
母,母,6,2351,b,mǔ,"mother,elderly female relative,origin,source,(of animals) female",1
母鸡,母,6,16985,n,mǔ jī,"hen,don't know (humorous slang mimicking Cantonese 唔知, Jyutping: m4 zi1)",1
母女,母,4,12255,n,mǔ nǚ,"mother and daughter,mother-daughter",1
母亲,母,4,983,n,mǔ qīn,"mother,also pr. [mǔ qin]",1
母语,母,6,22744,n,mǔ yǔ,"native language,mother tongue,(linguistics) parent language",1
母子,母,4,13327,n,mǔ zǐ,"mother and child,parent and subsidiary (companies),principal and interest",1
亩,亠,7,9626,q,mǔ,old variant of 亩,4
牡丹,牛,7,19467,n,Mǔ dan,"Mudan District of Heze City 菏泽市, Shandong,Mutan township in Pingtung County 屏东县, Taiwan",2
木板,木,7,11542,n,mù bǎn,"slab,board,plank",1
木材,木,6,10374,n,mù cái,wood,1
木匠,木,7,21260,n,mù jiàng,carpenter,1
木偶,木,7,13694,n,mù ǒu,puppet,1
木头,木,5,8812,n,mù tou,"slow-witted,blockhead,log (of wood, timber etc)",1
目标,目,4,657,n,mù biāo,"target,goal,objective",1
目不转睛,目,7,27819,l,mù bù zhuǎn jīng,"unable to take one's eyes off (idiom); to gaze steadily,to stare",1
目的,目,4,1260,n,mù dì,purpose; aim; goal; target; objective,1
目的地,目,4,7131,n,mù dì dì,destination (location),1
目瞪口呆,目,7,19310,l,mù dèng kǒu dāi,"dumbstruck (idiom); stupefied,stunned",1
目睹,目,7,7713,v,mù dǔ,"to witness,to see at first hand,to see with one's own eyes",1
目光,目,5,4325,n,mù guāng,"gaze; (fig.) attention,expression in one's eyes; look,(lit. and fig.) sight; vision",1
目录,目,6,7441,n,mù lù,"catalog,table of contents,directory (on computer hard drive),list,contents",1
目前,目,4,603,t,mù qián,"at the present time,currently",1
目中无人,目,7,32144,v,mù zhōng wú rén,"to consider everyone else beneath one (idiom); so arrogant that no-one else matters,condescending",1
沐浴,氵,7,10793,v,mù yù,"to take a bath,to bathe,to immerse",1
沐浴露,氵,7,1000000,,mù yù lù,shower gel,1
牧场,牛,7,13472,n,mù chǎng,"pasture,grazing land,ranch",1
牧民,牛,7,29102,n,mù mín,herdsman,1
募捐,力,7,11761,vn,mù juān,to solicit contributions; to collect donations,1
墓,土,7,6465,n,mù,"grave,tomb,mausoleum",1
墓碑,土,7,17027,n,mù bēi,"gravestone,tombstone",1
墓地,土,7,10470,n,mù dì,"cemetery,graveyard",1
幕,巾,7,3319,q,mù,"curtain or screen,canopy or tent,headquarters of a general,act (of a play)",2
幕后,巾,7,6794,s,mù hòu,behind the scenes,1
穆斯林,禾,7,8893,nz,Mù sī lín,Muslim,1
嗯,口,4,1390,e,ēn,(a groaning sound),3
拿,手,2,287,v,ná,old variant of 拿,3
拿出,手,2,14568,v,ná chū,"to take out,to put out,to provide,to put forward (a proposal),to come up with (evidence)",1
拿到,手,2,4622,v,ná dào,"to get,to obtain",1
拿手,手,7,11750,a,ná shǒu,"expert in,good at",1
拿走,手,6,6449,v,ná zǒu,to take away,1
哪,口,1,547,r,nǎ,"how,which",4
哪儿,口,1,2534,r,nǎ r,"where?,wherever; anywhere; somewhere,(used in rhetorical questions) how can ...?; how could ...?",1
哪里,口,1,750,r,nǎ lǐ,"where?,somewhere,anywhere,wherever,nowhere (negative answer to question),humble expression denying compliment",2
哪怕,口,5,4106,c,nǎ pà,"even,even if,even though,no matter how",1
哪些,口,1,3741,r,nǎ xiē,"which ones?,who?,what?",1
哪知道,口,7,1000000,,nǎ zhī dào,who would have thought that ...?,1
那,阝,1,48,r,Nā,surname Na,5
那边,阝,1,2415,r,nà bian,"over there,yonder",1
那儿,阝,1,3421,r,nà r,there,1
那会儿,阝,2,15502,r,nà huì r,"at that time (in the past or the future),also pr. [nèi huì r]",1
那里,阝,1,770,r,nà li,there; that place,2
那么,阝,2,164,r,nà me,"like that,in that way,or so,so,so very much,about,in that case",1
那时,阝,2,1980,r,nà shí,"then,at that time,in those days",1
那时候,阝,2,1000000,,nà shí hou,at that time,1
那些,阝,1,326,r,nà xiē,those,1
那样,阝,2,756,r,nà yàng,"that kind,that sort",1
纳闷儿,纟,7,77711,,nà mèn r,"erhua variant of 纳闷,puzzled,bewildered",1
纳入,纟,7,10921,v,nà rù,"to bring into,to channel into,to integrate into,to incorporate",1
纳税,纟,7,10358,v,nà shuì,to pay taxes,1
纳税人,纟,7,10351,n,nà shuì rén,taxpayer,1
乃,丿,7,5811,v,nǎi,"to be,thus,so,therefore,then,only,thereupon",2
乃至,丿,7,15251,c,nǎi zhì,"and even,to go so far as to",1
奶,女,1,2758,n,nǎi,"breast,milk,to breastfeed",3
奶茶,女,2,20075,n,nǎi chá,milk tea,1
奶粉,女,6,15404,n,nǎi fěn,powdered milk,1
奶奶,女,2,2809,n,nǎi nai,"(informal) grandma (paternal grandmother),(respectful) mistress of the house,(coll.) boobies,breasts",1
奶牛,女,6,9736,n,nǎi niú,"milk cow,dairy cow",1
耐,而,7,5195,v,nài,(bound form) to bear; to endure; to withstand,1
耐人寻味,而,7,30346,v,nài rén xún wèi,"thought-provoking,worth thinking over,to provide food for thought",1
耐心,而,4,3844,a,nài xīn,"to be patient,patience",1
耐性,而,7,20357,n,nài xìng,patience,1
耐用,而,7,26052,a,nài yòng,durable,1
男,田,1,587,b,nán,"male,Baron, lowest of five orders of nobility 位",1
男孩儿,田,2,1000000,,nán hái r,"erhua variant of 男孩,boy",1
男女,田,4,4429,n,nán nǚ,"male-female,male and female",1
男朋友,田,1,3176,n,nán péng you,boyfriend,1
男人,田,3,415,n,nán rén,"a man,a male,men",1
男生,田,3,2784,n,nán shēng,"schoolboy,male student,boy,guy (young adult male)",1
男士,田,4,5551,n,nán shì,"man,gentleman",1
男性,田,4,2918,n,nán xìng,"the male sex,a male",1
男子,田,5,2377,n,nán zǐ,a man; a male,1
南,十,3,1709,b,Nán,surname Nan,2
南北,十,5,11763,f,nán běi,"north and south,north to south",1
南边,十,1,17587,f,nán bian,"south,south side,southern part,to the south of",1
南部,十,4,4773,f,nán bù,southern part,1
南方,十,3,3191,s,nán fāng,"south,the southern part of the country,the South",1
南瓜,十,7,9076,n,nán guā,pumpkin,1
南极,十,5,12056,ns,nán jí,south pole,1
难,又,3,544,ad,nán,"difficult (to...),problem,difficulty,difficult,not good",2
难处,又,7,20936,n,nán chu,trouble; difficulty; problem,1
难道,又,4,1147,d,nán dào,"don't tell me ...,could it be that...?",1
难得,又,5,5125,a,nán dé,"seldom,rare,hard to come by",1
难得一见,又,7,1000000,,nán dé yī jiàn,rarely seen,1
难点,又,6,21905,n,nán diǎn,difficulty,1
难度,又,5,4295,n,nán dù,degree of difficulty,1
难怪,又,7,5294,d,nán guài,"(it's) no wonder (that...),(it's) not surprising (that)",1
难关,又,7,11461,n,nán guān,"difficulty,crisis",1
难过,又,3,2714,a,nán guò,"to feel sad,to feel unwell,(of life) to be difficult",1
难堪,又,7,10347,a,nán kān,"hard to take,embarrassed",1
难看,又,3,11156,a,nán kàn,"ugly,unsightly",1
难免,又,6,8428,v,nán miǎn,"hard to avoid,difficult to escape from,will inevitably",1
难能可贵,又,7,32815,v,nán néng kě guì,"rare and precious,valuable,remarkable",1
难受,又,4,3699,a,nán shòu,"to feel unwell,to suffer pain,to be difficult to bear",1
难说,又,7,22659,v,nán shuō,"hard to tell (i.e. hard to judge or hard to predict),cannot bring oneself to say it",1
难题,又,3,5922,n,nán tí,difficult problem,1
难听,又,3,17675,a,nán tīng,"unpleasant to hear,coarse,vulgar,offensive,shameful",1
难忘,又,4,5648,a,nán wàng,unforgettable,1
难为情,又,7,22432,a,nán wéi qíng,embarrassed,1
难以,又,5,1716,d,nán yǐ,"hard to (predict, imagine etc)",1
难以想象,又,7,1000000,,nányǐxiǎngxiàng,Unimaginable,1
难以置信,又,7,9559,v,nán yǐ zhì xìn,"hard to believe,incredible",1
挠,扌,7,8880,v,náo,"to scratch,to thwart,to yield",1
恼火,忄,7,12898,a,nǎo huǒ,annoyed; riled; vexed,1
恼羞成怒,忄,7,29606,v,nǎo xiū chéng nù,"to fly into a rage out of humiliation,to be ashamed into anger (idiom)",1
脑袋,⺼,6,2736,n,nǎo dai,"head,skull,brains,mental capability",1
脑海,⺼,7,6229,n,nǎo hǎi,"the mind,the brain",1
脑筋,⺼,7,12845,n,nǎo jīn,"brains,mind,head,way of thinking",1
脑子,⺼,6,3025,n,nǎo zi,"brains,mind",1
闹,门,5,2160,v,nào,variant of 闹,2
闹事,门,7,15630,v,nào shì,"to cause trouble,to create a disturbance",1
闹着玩儿,门,7,117710,,nào zhe wán r,"to play games,to joke around,to play a joke on sb",1
闹钟,门,5,9357,n,nào zhōng,alarm clock,1
呐喊,口,7,13843,v,nà hǎn,"shout,rallying cry,cheering,to shout",1
呢,口,1,96,y,ne,"particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?""",2
内,入,4,319,f,nèi,"inside,inner,internal,within,interior",1
内部,入,5,1865,f,nèi bù,"interior,inside (part, section),internal",1
内存,入,7,12710,n,nèi cún,"internal storage,computer memory,random access memory (RAM)",1
内地,入,7,16557,s,Nèi dì,"mainland China (PRC excluding Hong Kong and Macau, but including islands such as Hainan)",2
内阁,入,7,8251,n,nèi gé,(government) cabinet,1
内涵,入,6,8756,n,nèi hán,"meaningful content,implication,connotation (semantics),inner qualities (of a person)",1
内科,入,6,13792,n,nèi kē,internal medicine; general medicine,1
内幕,入,7,10165,n,nèi mù,"inside story,non-public information,behind the scenes,internal",1
内容,入,4,1246,n,nèi róng,"content,substance,details",1
内外,入,6,14977,f,nèi wài,"inside and outside,domestic and foreign,approximately,about",1
